processed_tokens,class_label
"['bugün', 'sen', 'hiç', 'mesaj', 'gel', 'çok', 'merak', 'et', 'iyi', 'mi', 'her', 'sabah', 'kör', 'sen', 'gel', 'mesaj', 'uyan', 'alış']",Negative
"['yeni', 'yila', 'hic', 'bir', 'sevdigimi', 'ara', 'muthis', 'bi', 'giris', 'yapmami', 'sagladiginiz', 'icin', 'tesekkurler', 'acin', 'artik', 'hatti', 'ltf', 'opt', 'b']",Negative
"['dur', 'bi', 'mesaj', 'atıyımda', 'sevgili', 'gel', 'zannet', 'eheheheh', 'turkcell']",Negative
"['1', 'turkcell', 'benı', 'sesımden', 'tanı', '2', 'turkcell', 'benı', 'sesımden', 'tanı', '3', 'turkcell', 'benı', 'aasdfghjksasdfghj', 'yeteeer', 'beeeee', 'adam', 'delırtırsın', 'turkcell']",Negative
"['tesadufe', 'bak', 'ayrica', 'turkcell', 'internet', 'bi', 'git', 'bi', 'gel', 'sikayetim', 'var']",Negative
"['hayat', 'siz', 'cep', 'biz', 'paylaş', 'güzelselocanlara', 'bile', 'uyuzmwork', 'all', 'niteday', 'pay', 'th', 'bills', 'have', 'to', 'payaint', 'it', 'sad']",Negative
"['turkcell', 'bi', 'kendi', 'gel', 'artik', 'normal', '3g', 'ceken', 'yer', 'neden', 'edge']",Negative
"['o', 'zaman', 'evet', 'o', 'bağlantı', 'ya', 'da', 'dns', 'ile', 'bir', 'alaka', 'ol', 'superonline', 'ara', 'git', 'gel']",Negative
"['öneri', 'ile', 'fatura', 'hatta', 'gectim', 'tarife', '500', 'dk', '1900', 'tl', 'ol', 'dış', 'bişey', 'söyle', 'aralık', '27', 'sind', '4360', 'tl', 'lik', 'fatura']",Negative
"['lutfewn', 'bır', 'turkcell', 'ıletısım', 'nokta', 'git', 'bos', 'gezıoruz', 'bız', 'ısı', 'gucumuzyok', 'sankı', 'kalk', 'ev', 'gdp', 'fatura', 'bul', 'sen', 'kosucam']",Negative
"['iş', 'bak', 'reklam', 'için', 'ara', 'ulaş', 'ses', 'kayıt', 'ses', 'mesaj', 'bırak', 'dinle', 'ücret', 'kes', 'ben', 'fiyasko']",Negative
"['ne', 'turkcell', 'ya', 'hafta', 'kurtul', 'inşallah', 'd']",Negative
"['dur', 'bi', 'mesaj', 'atiyimda', 'sevdiginden', 'gel', 'zannet', 'turkcell']",Negative
"['koca', 'in', 'kurum', 'musteri', 'danışman', 'yap', 'konuş', 'ücret', 'ihtiyaç', 'olduguna', 'inan']",Negative
"['turkcell', 'is', 'yokusa', 'sürüyo', 'ama', 'pehh']",Negative
"['turkcellesavasimvar', 'o', 'kurtul', 'yıl', 'ol', 'yaşasın', 'özgür', 'tavsiye', 'et', 'ayrıca', 'kalite', 'palavra', 'da', 'bırak']",Negative
"['pazartesi', 'sendrom', 'bir', 'de', 'sen', 'tetikle', 'be', 'turkcell']",Negative
"['hatta', 'turkcell', 'atesle', 'oyna', 'kendi', 'donmezse', 'bu', 'hata', 'buyutecem', 'bu', 'is']",Negative
"['ben', 'yenile', 'turkcell', 'kafa', 'göre', 'yapıyo']",Negative
"['kadikoyun', 'ortasinda', 'da', '3g', 'cekmiyorsa', 'nere', 'cekecek', 'istanbul', 'gobegi', 'kurtkoyde', 'mi', 'sevgili', 'turkcell']",Negative
"['bu', 'turkcell', 'hiç', 'iş', 'güç', 'yok', 'mu', 'sürekli', 'ben', 'çalış', 'dd']",Negative
"['o', 'aynı', 'bize', 'yap', 'bu', 'turkcel', 'gerçekten', 'dolandırıcı', 'yaaa', 'paket', 'bitti', 'madem', 'haber', 'ver', 'dem', 'ama']",Negative
"['dizi', 'mesaj', 'gel', 'aaa', 'turkcell', 'neyse', 'önem', 'değil', 'replik', 'de', 'kullan', 'daha', 'gerçek', 'ol', 'ben']",Negative
"['mesaj', 'gel', 'heyecan', 'sonra', 'bi', 'bak', 'ki', 'turkcell']",Negative
"['ama', 'ne', 'ol', 'turkcell', 'bu', 'reklam', 'kampanya', 'kullan', 'zira', 'bütçe', 'dolayı', 'çok', 'kanal', 'yayınla']",Negative
"['ne', 'is', 'yaradi', 'zaten', 'gunde', '167', 'sms', 'gibi', 'bir', 'sacmalik', 'yapiyor']",Negative
"['sen', 'katıl', 'hizmet', 'kalite', 'önem', 'verdigini', 'düşün', 'bu', 'iste']",Negative
"['2012', 'ye', 'gir', 'hala', 'turkcell', 'cekmio']",Negative
"['daha', 'bit', 'turkcell', 've', 'genpa', 'yazma', 'devam', 'edecegim', 'sattiginiz', 'calinti', 'veya', 'kayitdisi', 'telefon', 'hakkinda']",Negative
"['parasineyseverelimde', 'şu', 'turkcell', 'günlük', '167', 'sms', 'yap', 'vazgeç']",Negative
"['i̇nternetim', 'tarih', 'hiç', 'bu', 'kadar', 'yavaşla', 'gör', 'sağol', 'superonline', 'göz', 'öp']",Negative
"['merhaba', 'kayseri', 'pınarbaşı', 'ilçe', 'yaklaşık', '3', 'saat', 'servis', 'yok']",Negative
"['çünkü', 'superonline', 'bu', 'hız', 'testi', 'ver', 'saçma', 'sapan', 'site', 'bir', 'şekil', 'bağlantı', 'ol', 'bu', 'site', 'hız', 'yuksek', 'gmrünebilir']",Negative
"['turkcell', 'kadar', 'serefsiz', 'bi', 'operator', 'daha', 'bil']",Negative
"['bol', 'bi', 'rezalet', 'yok', 'bravo', 'turkcell']",Negative
"['bur', 'sure', 'stabil', 'devam', 'et', 'ama', 'su', 'an', 'sacmaliyorsun', 'turkcell', 'superonline']",Negative
"['iade', 'odemelerinizi', 'persembe', 'gunleri', 'yapiyorsunuz', 'tamam', 'odeyin', 'de', 'kacinci', 'persembe', 'ol', 'kayit', 'tut', 'lutfen', 'superonline']",Negative
"['bu', 'aciklamalarla', 'insanlarin', 'turkcell', 'kactigini', 'mi', 'gormezden', 'gel']",Negative
"['büyük', 'kuş', 'türk', 'iş', 'utan', 'serçe', 'de', 'ye']",Negative
"['evett', 'katıl', 'mehmetcim', 'turkcell', 'in', 'cekeme', 'güç', 'mükemmelll', 'hic', 'bi', 'yer', 'cekmio']",Negative
"['eger', 'yolcu', 'kullan', 'ben', 'bu', 'ipade', 'neden', 'hat', 'taktir', 'niye', 'o', 'internet', 'paket', 'o', 'kadar', 'para', 'ver']",Negative
"['vallahi', 'gizli', 'çakal', 'yap', 'gerek', 'yok', 'turkcell', 'açık', 'açık', 'sömür', 'zaten', 'bizid']",Negative
"['adil', 'kullanim', 'hak', 'dene', 'zimbirti', 'ile', '12', 'mbit', 'baglanti', '128kya', 'dusuyorsa', 'ben', 'bura', 'adil', 'degil', 'adi', 'ararim', 'turkcell']",Negative
"['dost', 'dur', 'yer', '20', 'mb', 'internet', 'yedi', 'turkcell', 'yarın', 'git', 'söyliycem', 'düzeltmezlere', 'avea', 'gecıyorum']",Negative
"['hele', 'turkcell', 'ne', 'kaziklamis', 'biz', 'yillarca']",Negative
"['o', 'bula', 'çözüm', 'biz', 'bul', 'aile', '4', 'hat', 'vodafone', 'geç', 'sorun', 'kökten', 'çöz']",Negative
"['ceon', 'çapak', 'dol', 'turkcell']",Negative
"['ne', 'zaman', 'yoğun', 'şey', 'yaşa', 'o', 'an', 'bi', 'msj', 'gelir', 'ata', 'turkcell', 'buboyledir']",Negative
"['bu', 'turkcell', 'iyi', 'uç', 'yok', '20', 'yük', '120', 'al', '40', 'yük', '400', 'al', 'hesapla', 'göre', '30bin', 'tl', 'yükle', 'şirket']",Negative
"['film', 'ızlıyordumm', 'gör', 've', 'suan', 'sinirlıyım', 'turkcell', 'oyala', 'hep', 'ben']",Negative
"['turkcell', 'in', 'iphone4s', 'kampanya', 'biraz', 'yukarı', 'çek', 'ol', 'dacia', 'duster', 'al']",Negative
"['soruturksel', 'win', 'dan', 'memnun', 'ol', 'bi̇r', 'allahin', 'kulu', 'varmi', 'cevap', 'var', 'ki̇m', 'la', 'o', 'cevap', 'turkseli̇n', 'patron', 'belki̇', 'di̇kkati̇ni̇', 'çek']",Negative
"['turkcell', 'hizmet', 'ekip', 'ne', 'kadar', 'yavaş', 'çalış', 'öyle']",Negative
"['sabah', 'uyandigimda', 'turkcell', 'gel', 'msji', 'bile', 'ozledim', 'bee']",Negative
"['amk', 'turkcell']",Negative
"['lanet', 'ol', 'turkcell', 'kazikcinin', 'tek']",Negative
"['koray', 'bey', 'manisa', 'tezcan', 'tim', '14', 'gün', '2', 'defa', 'kan', 'o', 'çalış', 'turkcell', 'yakış', 'bilgi']",Negative
"['önce', 'ttnet', 'sonra', 'turkcell', 'sinir', 'kafa', 'yedir', 'be', 'ben']",Negative
"['turkcell', 'in', 'her', 'sorun', 'su', 'blackberry', 'ye', 'atmasi', 'amerikanin', 'ikiz', 'kule', 'el', 'kaide', 'vur', 'yalanindan', 'dah', 'sacma', 'cok', 'sacma']",Negative
"['kubat', 'dinle', 'en', 'saçma', 'şarkı', 'turkcell', 'hayat', 'paylaş', 'güzel', 'şarkı', 'o', 'ne', 'la']",Negative
"['ben', 'reklam', 'dinle', 'için', 'para', 'öde', 'bu', 'unut', 'siz', 'niye', 'ses', 'mesaj', 'para', 'al']",Negative
"['uydunet', 'bu', 'ay', 'turkcell', 'fatura', 'sen', 'öde', 'mümkün', 'iki', 'gün', 'ne', 'tv', 'var', 'ne', 'internet', 'turkcell', 'e', 'eğ', 'zor', 'kal', 'saye']",Negative
"['bu', 'ara', 'turkcell', 'bile', 'mesaj', 'atmiyor', 'o', 'derece', 'durum', 'kötü']",Negative
"['i̇nternet', 'git', 'superonlineı', 'ara', 've', 'sonuç', 'ol', 'cevaplarıbizim', 'site', 'genel', 'ol', 'bi', 'kopuk', 'varmışee', 'çözüm', 'ol']",Negative
"['superonline', 'ben', 'sinir', 'et', 'aynen', 'yaa', 'deli', 'ol', 's']",Negative
"['turkcell', 'in', 'sundugu', 'bir', 'hizmet', 'ancak', 'karekter', 'hata', 'sorun', 'varit', 'umarim', 'duzeltmislerdir']",Negative
"['ergen', 'ben', 'taam', 'mı', 'turkcell', 'kalıp', 'tüküreyimo', 'de', 'bok', 'mu', 'var', 'ki', 'şimdi', 'uğraş', 'tamam', 'sakin', 'evet']",Negative
"['turkcell', 'de', 'tiksin', '3g', 'fln', 'hak', 'getir', 'artik', 'reklam', 'kampanyalariyla', 'insan', 'etkile', 'calismaktan', 'bska', 'bi', 'ise', 'yaradiklari', 'yokbiktik']",Negative
"['bu', 'turkcell', 'kadar', 'salak', 'bir', 'operatör', 'var', 'mı', 'acaba']",Negative
"['bugün', 'de', 'bı', 'sorun', 'mü', 'var', 'ben', 'tel', 'mi', 'boz', 'bi', 'adam', 'gibi', 'çek', 'servis', 'yok', 'fln']",Negative
"['bura', 'türkcell', 'e', 'acayip', 'salla', 'ol', 'kulüp']",Negative
"['i̇yi', 'gün', 'biz', 'turkcell', 'ara', 'hakan', 'uçar', 'mı', 'görüşüyorumhayır', 'ben', 'değilimşöyle', 'bi', 'kampanya', 'ıııhhhhıggıı', 'ben', 'daha', 'sonra', 'ulaş']",Negative
"['54', 'tl', 'gel', 'son', '3', 'ay', 'en', 'düşük', 'seviye', 'ulaş', 'bu', 'ay', 'turkcell']",Negative
"['sabah', '5', 'mil', 'piyango', 'sonuç', 'gönder', 'bilyonerturkcell', 'bari', 'ikramiye', 'kazandınde', 'de', 'boşuna', 'uyan', 'ol', 'bilyoner', 'iddaa']",Negative
"['o', 'kadr', 'çok', 'konuşnca', 'turkcell', 'kesiyo', 'd', 'tabiki', 'uyu', 'zaten', 'uyu', 'kamera', 'karşı', 'çok', 'uyku', 'yok']",Negative
"['hepsi', 'ayni', 'bunlarin', 'biz', 'de', 'trkcll', 'superonline', 'ile', 'kavga', 'et', 'iptal', 'et', 'isik', 'hizinda', 'rezalettiturktelekomyeterarama']",Negative
"['ne', 'o', 'turkcell', 'fatura', 'gel', 'galibahayat', 'para', 'turkcell', 'paylaş', 'daha', 'bir', 'güzelama', 'kim', 'içinbiz', 'mi', 'turkcellmi']",Negative
"['bir', 'iphone', 'neden', '3g', 'bağlanmazturkcell', 'sorun', 'ben', 'değil', 'derteknik', 'servis', 'de', 'git', 'geldindn', 'hala', '3g', 'görmezbu', 'tel', 'amaç', 'bu', 'değil', 'mı']",Negative
"['ben', 'bir', 'sen', 'anla', 'sen', 'yanlış', 'anla', 'be', 'turkcell', 'her', 'gün', 'aynı', 'mesaj', 'yolla', 'için', 'mi', 'ben', 'o', 'kampanya', 'üye', 'ol']",Negative
"['kanka', 'ben', 'vodafone', 'a', 'geçicem', 'turkcell', 'cok', 'kazık', 'gel', 'beraber', 'geceliim']",Negative
"['hayat', 'paylaş', 'güzel', 'de', 'ama', 'fatura', 'gel', 'hiç', 'paylaş', 'yarı', 'öde', 'yet', 'de']",Negative
"['bazı', 'insan', 'turkcell', 'bayi', 'kontor', 'bulun', 'yazı', 'kadar', 'gereksi̇z']",Negative
"['2', 'dakika', 'icinde', 'turkcell', 'ben', '10', 'tane', 'msg', 'at', 'allah', 'bi', 'smsle', 'internet', 'paket', 'bitti', 'yani']",Negative
"['i̇ptal', 'et', 'iste', 'taahhüt', 'başla', 'evvel', 'ki', 'kampanya', 'fiyat', 'da', 'dahil', 'et', '400', 'küsur', 'lira', 'bedel', 'çıkart', 'çakal', 'superonline']",Negative
"['superonline', 'al', 'bu', 'video', 'izle', 'adil', 'kula', 'diye', 'kota', 'koy', 'afferin', 'siz']",Negative
"['niye', 'boyle', 'yapiyorsun']",Negative
"['halbuki', 'bu', 'tarife', 'dış', 'extra', 'ücret', 'bil', 'gel', 'mesaj', 'da', 'bu', 'tari', 'dış', 'şekil', 'bir', 'ibare', 'ol']",Negative
"['wall', 'hiç', 'dur', 'ben', 'turkcell', 'de', 'd']",Negative
"['mesela', 'turkcell', 'kuruçeşme', 'arena', 'turkcell', 'hat', 'çek', 'enbuyukironi']",Negative
"['ben', 'memnun', 'diilim', 'hat', 'taşıyacam', 'bakşa', 'operatöresürekli', 'limit', 'aşıyomuşum', 'ama', 'hiç', 'konuş']",Negative
"['ya', 'saol', 'türkcell', 'internet', 'yer', 'sürünüyo', 'ben', 'yarımyamalak', 'bi', 'sevinç', 'yaşa']",Negative
"['yalan', 'reklam', 'panos', 'gibi']",Negative
"['kontoru', 'bir', 'gun', 'gec', 'alinca', 'turkcell', 'burn', 'sürt', 'de', 'internet', 'paket', 'yen', 'hic', 'hos', 'bir', 'davranis', 'degil']",Negative
"['armut', 'piş', 'ağız', 'düş', 'müşteri', 'temsilci', 'ardımher', 'bilgi', 'var', 'ön', 'ben', '7777', 'yönlen', 'ses', 'tanı', 'madah', 'değil']",Negative
"['kontör', 'yükle', 'an', 'bitiyo', 'sikicem', 'ha', 'napıyo', 'bu', 'turkcell']",Negative
"['dur', 'mesaj', 'atalimda', 'heyecan', 'yapsinlar', 'turkcell', 'sen', 'ben', 'aminakoyim', 'sevgili', 'mesaj', 'bekle', 'genc']",Negative
"['ey', 'türkcell', 'cep', 'internet', 'iste', 'en', 'kısa', 'zaman', 'çöz']",Negative
"['akıl', 'gece', '10', 'da', 'gıttıgımız', 'zafer', 'plazadakı', 'turkcell', 'subesındekı', 'kufur', 'et', 'calısan', 'geldı', 'la', 'd']",Negative
"['ile', 'sorun', 'yaşa', 'diğer', 'telefon', 'en', 'az', 'çek', 'şu', 'an', 'yeni', 'bir', 'telefon', 'al', 'sürekli', 'servis', 'yok', 'de']",Negative
"['bırak', 'ses', 'mesaj', 'dinle', 'bile', 'artık', 'ücret', 'yap', 'el', 'insaf', 'ya', 'herşey', 'para', 'dönüş', 'ne', 'bukadar']",Negative
"['turkcell', 'hattindan', 'ben', 'naber', 'mal', 'diye', 'mesaj', 'gel', 'zaman']",Negative
"['la', 'sms', 'paket', 'var', 'kontorumu', 'yiyosun', 'adi', 'turkcell', 'pis']",Negative
"['20', 'tlmi', '100', 'tl', 'yap', 'iste', 'turkcell', 'anla', 'artik']",Negative
"['turkcell', 'i', 'ariyorum', 'ben', 'yanlis', 'bilgi', 'sikayet', 'et', 'iste', 'de', 'musteri', 'temsilci', 'mealesef', 'de', 'yok', 'boyle', 'bisey']",Negative
"['sıkıl', 'artık', 'siz', 'saçma', 'sapan', 'uygula', 'bidaha', 'kampanya', 'telefon', 'almakmı', 'töbe', 'töbesi', 'ol', '2hattımıda', 'turkcel', 'çekecem']",Negative
"['bosuna', 'okadar', 'kisi', 'calisiyor', 'orda', 'sen', 'diye', 'hitap', 'et', 'bu', 'turkcell', 'gbi', 'bir', 'kurum', 'yakismiyor']",Negative
"['superonline', 'çalış', 'bird', 'dava', 'oldumtamamen', 'usülsüz', 'bilgi', 'ses', 'kayıt', 'ispatladıgım', 'için', 'bird', 'dava', 'aç', 'ben']",Negative
"['10', 'gün', 'yaz', 'şimdi', 'gör', 'falan', 'de', 'ama', 'artık', 'iş', 'iş', 'geç', 'göre', 'superonline', 'ben', 'adil', 'kullanım', 'şey', 'uygula', '68gb']",Negative
"['superonline', 'yalan', 'at', 'iyidi', 'söz', 'veriyosanız', 'tut', 'isim', 'çalış', 'yüz', 'zarar', 'gör']",Negative
"['turkcell', 'kanka', 'acimaz', 'agostosta', 'acimadi', 'hasirt', '250', 'ver', 'ile', 'faturayi', 'bide', 'utan', '5', 'tane', 'liste', 'gel', 'ev', 'd']",Negative
"['o', 'mesaj', 'sonra', 'sadece', 'zamundayı', 'sev', 'fuck', 'superonline']",Negative
"['iki', 'kez', 'dene', 'bişeyi', 'paylaş', 'sürekli', 'hata', 'ver', 'vay', 'ana', 'sıçıyım', 'internet', 'türk']",Negative
"['bu', 'turkcell', 'mal', 'amk', 'mal']",Negative
"['la', 'bu', 'turkcell', 'delikanlı', 'bi', 'hat', 'ol', 'reklam', 'ali', 'poyrazo', 'seslen', 'zaten']",Negative
"['mal', 'bir', 'tim', 'calisani', 'yuzunden', 'mail', 'kapandi4', 'gun', 'eposta', 'ayari', 'yapamadinizbugun', 'son', 'kez', 'ariycamolmazsa', 'operator', 'degistircem']",Negative
"['hayatpaylasincaguzel', 'dünya', 'özel', 'iletişim', 'en', 'çok', 'vergi', 'ver', 'keriz', 'ol', 'iste', 'tabii', 'ki', 'adres', 'turkcell', 'ol']",Negative
"['turkcell', 'sen', 'yüz', 'sevglmle', 'rahat', 'konuş', '_', 'defol']",Negative
"['turkcell', 'musteriden', 'evrak', 'istiyormusteri', 'yolluyorgelmedi', 'de', 'islem', 'yar', 'kaliyrbezdirme', 'politkasi', 'işle']",Negative
"['mesaj', 'gel', 'turkcell', 'ara', 'ev']",Negative
"['i̇nternet', 'aracılığıyla', 'aç', 'hiçbir', 'uygula', 'kullan', 'rağmen', 'o', 'bahane', 'her', 'dakika', 'bir', 'kuruş', 'söğüşle', 'için', 'tşkd', 'turkcell']",Negative
"['rahat', 'bırak', 'uyuyacam']",Negative
"['yine', 'mi', 'turkcell', 'reklam', 'd']",Negative
"['0532', 'li', 'bir', 'numara', 'ara', 'neden', 'ne', 'turkcell', 'o', 'kadar', 'öksür', 'ses', 'aç', 'cani']",Negative
"['turkcell', 'bu', 'ay', 'ki', 'gider', 'bug', 'ben', 'carptigi', 'para', 'yapacakmis']",Negative
"['ol', 'val', 'ama', 'benimki', 'turkcell', 'bura', 'baz', 'istasyon', 'bile', 'yok', 'yani', 'uzak']",Negative
"['o', 'mesaj', 'bekle', 'ama', 'o', 'yerine', 'turkcell', 'mesaj', 'at', 'ya', 'iste', 'o', 'cok', 'acı']",Negative
"['sahsen', 'hayat', 'paylasinca', 'guzel', 'falan', 'degil', 'yani', 'turkcell', 'buyuk', 'bi', 'hata', 'yapiyoo', 'mesela', 'ben', 'cikolatami', 'paylasinca', '1689', 'kat', 'daha', 'kot', 'ol']",Negative
"['10000', 'smse', 'yine', 'zam', 'gel', 'ben', 'herkes', 'net', 'paket', 'yap', 'wada', 'takıl', 'turkcell', 'iş', 'abart']",Negative
"['sabah', 'beri', 'turkcell', 'müşteri', 'hizmet', 'kanka', 'ol', 'amk', 'o', 'ora', 'bağlıyo', 'o', 'ora', 'hal', 'kal', 'zaten', 'çalışcak', 'd']",Negative
"['ön', 'öde', 'değil', 'cekim', 'güç', 'sorun', 'hayat', 'cam', 'kenar', 'telefon', 'konuş', 'guzel']",Negative
"['hersey', 'problem', 'modem', 'iade', 'edecegiz', 'tim', 'gez', 'o', 'sifresi', 'yok', 'bu', 'bilmemne', 'elemani', 'yok', 'o', 'resmen', 'superonline']",Negative
"['kendi', 'hiç', 'bu', 'kdar', 'yalnız', 'hisset', 'ne', 'reyhan', 'ne', 'turkcell', 'mesaj', 'at', '12', 'saat', 'iç']",Negative
"['20', 'tlmi', '100', 'tl', 'yap', 'turkcell', 'yap', 'yet', 'amk', 'yap']",Negative
"['turkcell', 'biz', 'büyük', 'ibnelk', 'yapıyo']",Negative
"['turkcell', 'paylasinca', 'guzel', 'degilcarpinca', 'guzel']",Negative
"['bu', 'kadar', 'ağır', 'bir', 'internet', 'hiç', 'ol', 'turkcell', 'çok', 'kötü', 'çokkkk']",Negative
"['turkcell', 'yönetim', 'biri', 'konuş', 'ben', 'kamu', 'gibi', 'al', 'karar', 'de']",Negative
"['bebisiimmm', 'gunlerdir', 'arayamadim', 'dk', 'kontur', 'fln', 'bu', 'turkcell', 'yedi', 'bitir', 'ben', 'ayin', '20', 'kadar', 'ara', 'kapandi', 'yrn', 'aciliyo', 'ama']",Negative
"['kirk', 'yilda', 'bir', 'turkcell', 'ise', 'yariyacakti', 'platinum', 'havas', 'belesdi', 'havas', 'havatas', 'olmus', 'yok']",Negative
"['le', 'ilişki', 'tek', 'taraf', 'hayatpaylasincaguzel', 'de', 'ama', 'o', 'biz', 'hiç', 'bişeyini', 'paylaş', 'hep', 'biz', 'bekle']",Negative
"['git', 'allasen', 'yillarimi', 'turkcell', 'ver', 'birak', 'spayi', 'sipa', 'bile', 'ver']",Negative
"['siyavuspasa', 'mah', 'yaprak', 'sokbahcelievlerde', 'ki', 'tum', 'musterilerinizin', 'hatlarinin', 'sadece', 'pencere', 'yanlarinda', 'cektigini', 'bil', 'mu']",Negative
"['o', 'da', 'var', 'ama', 'dominos', 'çok', 'düzen', 'belli', 'saat', 'atardi', 'turkcell', 'iş', 'düşünce', 'atiyor', 'd']",Negative
"['serdar', 'erener', 'ülke', 'eniyi', 'reklam', 'biri', 'bu', '800000', 'in', 'üzeri', 'müşteri', 'kaç', 'sor', 'lazım', 'hata', 'türkcell', 'in', 'kalite', 'mi']",Negative
"['sorun', 'tcell']",Negative
"['o', 'kavga', 'edersn', 've', 'ondn', 'bi', 'msj', 'beklrsn', 'ya', 'o', 'an', 'tlf', 'bir', 'msj', 'gelr', 'heycanla', 'bi', 'bkarsn', 'ki', 'o', 'msjı', 'ata', 'turkcel', 'iş', 'o', 'an', 'yıkldğn', 'an']",Negative
"['dolmabahce', 'tunelindeki', '3g', 'sorun', 'cozum', 'lutfen', 'turkcell']",Negative
"['reklam', 'icerikli', 'aramalari', 'iste', 'ozelliklede', 'pepsi', 'sigorta', 'banka', 'engelle', 'mi']",Negative
"['turkcell', 'tv', 'proje', 'ile', 'ilgilenmedinerede', 'musteri', 'memnuniyet', 'nere', 'girşimcilere', 'destek']",Negative
"['of', 'internet', 'paket', 'icin', 'turkcell', 'site', 'girdi', '2', 'dk', 'bile', 'sür', '10', 'tl', 'mi', 'aldi', 'pic', 'oc', 'mal', 'turkcell']",Negative
"['ben', 'avea', 'geç', 'tcell', 'çok', 'ol', 'başla', 'bu', 'ara', 'nasıl']",Negative
"['şikayet', 'kay', 'aç', '48', 'saat', 'ara', 'arkadaş', '30', 'saniye', 'işlem', 'yapıyoryine', 'aynı', 'şey', 'ol', '48', 'saat', 'daha']",Negative
"['dur', 'şu', 'turkcell', 'mesaj', 'at', 'da', 'sevgili', 'gel', 'sans', 'enayi']",Negative
"['çüşşşşşşş', 'turkcel', 'sms', 'paketını', '14', 'tl', 'yapmısssssss', 'ohaaaa', 'yan', 'napmaya', 'calısıyosun', 'sen', 'turkcelll']",Negative
"['bu', 'turkcell', 'de', '20', 'lirani', '100', 'lira', 'yapalim', 'de', 'duruyo', 'la', '8', 'deyi', 'hangi', 'yirmi', 'lira']",Negative
"['turkcell', 'kiniyorum', 'ipad', 'icin', 'yapmis', 'oldugunuz', 'kampanyanin', 'sadece', 'faturali', 'hat', 'icin', 'gecerli', 'olmasi', 'kadar', 'sacma', 'bi', 'durum', 'ol']",Negative
"['internet', 'basvurusu', 'yap', 'adil', 'kullanim', 'koşul', 'bil', 'kota', 'dolum', 'mail', 'ata', 'superonline', 'tebrik']",Negative
"['cok', 'firsatcisin', 'turkcell', 'cokk']",Negative
"['bu', 'turkcell', 'odenmemis', 'faturaniz', 'var', 'smslerini', 'erol', 'koseye', 'yazdiriyor', 'herhalde', 'full', 'caps', 'lock', 'acik', 'ama', 'bisey', 'iste', 'mulayim', 've', 'kucuk', 'harf']",Negative
"['bu', 'turkcell', 'kadinin', 'turk', 'aksaniyla', 'ingiliz', 'ingilizce', 'konusma', 'cabasina', 'hastayim', 'ya', 'british', 'sen', 'ney', 'kardej']",Negative
"['küs', 'turkcell']",Negative
"['turkcell', 'kımı', 'ne', 'zaman', 'mutlu', 'etmıskı', 'an', 'devlet', 'gıbı', 'para', 'kessın', 'mılletten']",Negative
"['hayat', 'paylaşinca', 'güzel', 'ama', 'si̇z', 'hak', 'ol', 'hal', 'hatti', 'kapattiniz', 'hayati', 'paylaşamiyorum', 'sayeni̇zde']",Negative
"['kubat', 'lı', 'turkcell', 'reklam', 'nasıl', 'mı', 'bk', 'gibi', 'o', 'kadar', 'nefret', 'et', 'ki', 'çık', 'gb', 'kapa', 'syn', 'ciliv', 'sen', 'böle', 'hata', 'yap', 'ama']",Negative
"['4', 'dakıka', 'ol', 'hala', 'beklıyorum', 'cıdden', 'agzını', 'burun', 'kırıcam', 'turkcell']",Negative
"['kalan', 'sms1980', 'bit', 'tarihi8ocak', 'oçsun', 'turkcell']",Negative
"['çal', 'dinletlerde', 'blues', 'müzik', 'niye', 'yok']",Negative
"['15', 'kat', 'turkcell', 'cekememısı', 'de', 'ne', 'de', 'yaa']",Negative
"['önce', 'in', 'ben', 'ara', 'gerkiyormuş', 'd', 'bu', 'ti̇mde', 'söyle', 'gül', 'mi', 'ağla', 'mı', 'ne', 'biçim', 'hizmet', 'anlayış', 'ekim', 'beri']",Negative
"['12', 'sene', 'iç', 'whatsapp', 'destekle', 'telefon', 'kalmıcak', 'kimse', 'sms', 'yapmıcak', 'görücen', 'ebe', 'turkcell']",Negative
"['emniyet', 'mudurlugu', 'turkcell', 've', 'besiktas', 'belediye', 'mesaj', 'konu', 'yarisir']",Negative
"['ttnet', 'in', 'servis', 'cok', 'iyi', 'superonline', 'da', 'baglanmak', 'kolay', 'ama', 'sorun', 'ciktiginda', 'kimse', 'ulasamiyorsunuz']",Negative
"['oc', 'turksel']",Negative
"['corlu', 'merkez', 'hastane', 'caddesi', '3g', 'yok', 'turkcell', 'cekim', 'güç', 'sadece', 'reklam', 'var']",Negative
"['izmir', 'cok', 'kot', '3gin', 'tartismali', 'binalarin', 'icinde', 'yoksun', 'vapur', 'cekmiyorsunduzelene', 'kadar', 'yazicam', 'ya', 'da', 'subat', 'sen', 'da', 'b']",Negative
"['saygideger', 'tcell', 'hem', 'data', 'hem', 'ses', 'hatti', 'kapamis', 'hayrolsun']",Negative
"['öl', 'turkcell', 'öl']",Negative
"['3kelimeyle2011', 'turkcell', 'işinegeleni', 'duy']",Negative
"['turkcell', 'cekmiyo', 'panpa']",Negative
"['hahaha', 'malesef', 'ikiside', 'duruyo', 'panpa', 'turkcell', 'cep', 'kopuyo', 'ttnet', 'pc', 'her', 'tur', 'kopuyoz', 'd']",Negative
